chr	start	end	gene	region
chr2	190504338	190534722	NEMP2	2:190504338-190534722
chr10	75401519	75408982	ZNF503-AS2	10:75401519-75408982
chr1	198777861	198937471	MIR181A1HG	1:198777861-198937471
chr15	40278372	40283064	ANKRD63	15:40278372-40283064
chr7	7078302	7079742	LOC100131257	7:7078302-7079742
chr6	27757445	27763269	LOC100131289	6:27757445-27763269
chr16	68013436	68015911	DPEP2NB	16:68013436-68015911
chr15	32718101	32718854	GREM1-AS1	15:32718101-32718854
chr2	129966592	129980466	RAB6C-AS1	2:129966592-129980466
chr17	39057019	39112239	RDM1P5	17:39057019-39112239
chr14	103187221	103189028	LINC00605	14:103187221-103189028
chr11	33698261	33722448	C11orf91	11:33698261-33722448
chr2	174334954	174338500	SP9	2:174334954-174338500
chr8_KI270821v1_alt	118123	121592	LOC100131395	8_KI270821v1_alt:118123-121592
chrX	149502087	149540959	EOLA1-DT	X:149502087-149540959
chr17	74579365	74592283	CD300LD	17:74579365-74592283
chr17	752660	755336	DBIL5P	17:752660-755336
chr7	10702676	10707406	LOC100131472	7:10702676-10707406
chr20	47318502	47320754	LOC100131496	20:47318502-47320754
chr11	71807591	71821548	ZNF705EP	11:71807591-71821548
chr3	194296191	194322871	LINC00887	3:194296191-194322871
chr1	93262186	93346025	CCDC18-AS1	1:93262186-93346025
chr2	162073427	162078036	DPP4-DT	2:162073427-162078036
chr8	7539627	7542450	PRR23D1	8:7539627-7542450
chr3	187702313	187733849	LOC100131635	3:187702313-187733849
chr18	76794732	76822295	ZNF236-DT	18:76794732-76822295
chr19	58559129	58574797	MZF1-AS1	19:58559129-58574797
chr8	123193651	123202743	FAM83A-AS1	8:123193651-123202743
chr12	109052349	109053984	USP30-AS1	12:109052349-109053984
chrX	101418287	101533459	ARMCX4	X:101418287-101533459
chr19	7629793	7639807	PET100	19:7629793-7639807
chr6	135497422	135813990	AHI1-DT	6:135497422-135813990
chrX	84934113	84934895	UBE2DNL	X:84934113-84934895
chr1	159194325	159207973	CADM3-AS1	1:159194325-159207973
chr3	75678660	75785583	ZNF717	3:75678660-75785583
chr5	169861303	169980495	INSYN2B	5:169861303-169980495
chr21	30289145	30289514	KRTAP25-1	21:30289145-30289514
chr17	20056287	20056630	LOC100131943	17:20056287-20056630
chr8	7355517	7385558	ZNF705G	8:7355517-7385558
chr9	67717411	67719178	FAM27E3	9:67717411-67719178
chr16	22349372	22437715	RRN3P3	16:22349372-22437715
chr9	40755407	40767875	LOC100132004	9:40755407-40767875
chrX	124332660	124336863	TEX13D	X:124332660-124336863
chr1	148402516	148432545	PDE4DIPP6	1:148402516-148432545
chr5	181316368	181324685	LOC100132062	5:181316368-181324685
chr1	41361922	41383590	FOXO6	1:41361922-41383590
chr9	94332459	94363013	LOC100132077	9:94332459-94363013
chr11	111414242	111418186	LOC100132078	11:111414242-111418186
chr15	22480439	22484840	HERC2P7	15:22480439-22484840
chr8	7955014	8008755	FAM66E	8:7955014-8008755
chr1	151841877	151850385	C2CD4D-AS1	1:151841877-151850385
chr10	88932390	88940340	ACTA2-AS1	10:88932390-88940340
chr3	46581150	46626543	FAM240A	3:46581150-46626543
chr1	16533886	16535649	LINC01783	1:16533886-16535649
chr9	64878790	64889063	LOC100132154	9:64878790-64889063
chr10	5510036	5526246	CALML3-AS1	10:5510036-5526246
chrX	18890296	18894974	PHKA2-AS1	X:18890296-18894974
chr16	22910	25123	WASIR2	16:22910-25123
chr17	77722872	77728559	LINC01987	17:77722872-77728559
chr15	28553568	28563779	LOC100132202	15:28553568-28563779
chr2	62957326	63048640	EHBP1-AS1	2:62957326-63048640
chr13	27953526	27955370	LINC00543	13:27953526-27955370
chr16	22479121	22536521	NPIPB5	16:22479121-22536521
chr9	62837139	62838302	LOC100132249	9:62837139-62838302
chr22	42090931	42137742	NDUFA6-DT	22:42090931-42137742
chr19_GL000209v2_alt	106543	137319	KIR2DS2	19_GL000209v2_alt:106543-137319
chr1	484832	502508	LOC100132287	1:484832-502508
chr21	9068325	9129773	TEKT4P2	21:9068325-9129773
chrX	72781865	72782660	FAM236B	X:72781865-72782660
chr16	31700558	31708581	CLUHP3	16:31700558-31708581
chr9	40992245	41218410	FRG1HP	9:40992245-41218410
chr6	43891045	43938212	LINC01512	6:43891045-43938212
chr17	41105332	41106488	KRTAP4-9	17:41105332-41106488
chr8	7926337	7952413	ZNF705B	8:7926337-7952413
chrX	49541733	49549094	GAGE12D	X:49541733-49549094
chr9	138217068	138253217	FAM157B	9:138217068-138253217
chr1	146064711	146229000	NBPF10	1:146064711-146229000
chr1	143874793	143883575	FCGR1CP	1:143874793-143883575
chr4	183321764	183322426	CLDN24	4:183321764-183322426
chr11	1683269	1685629	FAM99B	11:1683269-1685629
chr17	41084150	41085141	KRTAP4-7	17:41084150-41085141
chr18	55776727	55781722	LINC01415	18:55776727-55781722
chr3	13933056	13936944	FGD5P1	3:13933056-13936944
chr16	71564952	71578187	TAT-AS1	16:71564952-71578187
chr15	28378621	28392021	GOLGA8F	15:28378621-28392021
chr12	95551582	95673999	PGAM1P5	12:95551582-95673999
chrY	2752083	2790921	XGY2	Y:2752083-2790921
chr14	97749264	97763989	LINC02312	14:97749264-97763989
chr1	71048855	71067184	ZRANB2-AS1	1:71048855-71067184
chr3	49549306	49554366	BSN-DT	3:49549306-49554366
chr11	112260265	112261396	LOC100132686	11:112260265-112261396
chr7	154928460	154952188	PAXIP1-AS2	7:154928460-154952188
chr2	130680050	130691691	CYP4F30P	2:130680050-130691691
chr15	50944663	50945996	DCAF13P3	15:50944663-50945996
chr6	139677639	139860476	FILNC1	6:139677639-139860476
chr1	43685123	43708138	KDM4A-AS1	1:43685123-43708138
chr8	109644115	109648084	SYBU-AS1	8:109644115-109648084
chr19	23257255	23274251	IPO5P1	19:23257255-23274251
chrX	40831844	40832562	TNIP2P1	X:40831844-40832562
chr7	77039944	77043776	PMS2P9	7:77039944-77043776
chr9	61982796	61986934	LOC100132874	9:61982796-61986934
chr8	71828167	72118393	MSC-AS1	8:71828167-72118393
chr5	64690442	64718190	SHISAL2B	5:64690442-64718190
chr8	12115767	12177550	FAM66D	8:12115767-12177550
chr10	46369113	46375940	FAM25BP	10:46369113-46375940
chrY	6256267	6265595	FAM197Y9	Y:6256267-6265595
chr9	61854162	61855331	FAM27C	9:61854162-61855331
chrX	154823348	154834662	SMIM9	X:154823348-154834662
chrX	154571248	154571960	FAM223A	X:154571248-154571960
chr15	23157366	23170711	GOLGA8DP	15:23157366-23170711
chr10	78248601	78551355	LINC00856	10:78248601-78551355
chrX	71763349	71767204	CXorf49B	X:71763349-71767204
chr7	102681836	102748695	RASA4DP	7:102681836-102748695
chr9	40321299	40329218	FAM95B1	9:40321299-40329218
chr5	100375700	100381398	GUSBP19	5:100375700-100381398
chrX	146809771	146810411	CXorf51B	X:146809771-146810411
chr9	137867925	137892570	LOC100133077	9:137867925-137892570
chr7	76549360	76627982	LINC03009	7:76549360-76627982
chr10	47487219	47491700	FAM25G	10:47487219-47491700
chrX	13335030	13380538	LINC01203	X:13335030-13380538
chr11	127204	139612	LINC01001	11:127204-139612
chr8	12362019	12388296	FAM66A	8:12362019-12388296
chr10	86944364	86971311	ADIRF-AS1	10:86944364-86971311
chr9	112399512	112487204	HSDL2-AS1	9:112399512-112487204
chr6	26956932	27059749	LINC00240	6:26956932-27059749
chr15	85240472	85247170	GOLGA6L3	15:85240472-85247170
chr8	55449509	55455139	SBF1P1	8:55449509-55455139
chr8	7778591	7781413	PRR23D2	8:7778591-7781413
chr8	12064389	12071747	DEFB130B	8:12064389-12071747
chr21	36069642	36126640	CBR1-AS1	21:36069642-36126640
chr10	45016080	45154606	RSU1P2	10:45016080-45154606
chr7	27129977	27155928	HOXA-AS3	7:27129977-27155928
chr11	71865504	71928624	XNDC1N	11:71865504-71928624
chr17	69232963	69235012	PRO1804	17:69232963-69235012
chr4	3673593	3677855	LINC02171	4:3673593-3677855
chr11	1983237	1989964	MRPL23-AS1	11:1983237-1989964
chr1	3900352	3917225	LINC01134	1:3900352-3917225
chr8	142981738	143018437	LY6E-DT	8:142981738-143018437
chr2	94575976	94587183	LOC100133920	2:94575976-94587183
chr6	106969831	106975627	CD24	6:106969831-106975627
chrX	47658833	47692326	UXT-AS1	X:47658833-47692326
chr2	70124034	70132897	LINC01816	2:70124034-70132897
chr17	45247916	45269824	MAP3K14-AS1	17:45247916-45269824
chr20	3106913	3150867	UBOX5-AS1	20:3106913-3150867
chr7	150033653	150076655	LOC100134040	7:150033653-150076655
chr7	140177184	140179640	KDM7A-DT	7:140177184-140179640
chr2	46827864	46859009	LINC01119	2:46827864-46859009
chr19	36304564	36321274	LOC100134317	19:36304564-36321274
chr16	382097	392960	LOC100134368	16:382097-392960
chr17	73737854	73756932	LOC100134391	17:73737854-73756932
chr21_KI270873v1_alt	128746	138502	LOC100134423	21_KI270873v1_alt:128746-138502
chr17	21692523	21704612	KCNJ18	17:21692523-21704612
chr7	140695336	140697077	NDUFB2-AS1	7:140695336-140697077
chr20	26018832	26020684	LOC100134868	20:26018832-26020684
chr15	82355142	82420075	UBE2Q2P2	15:82355142-82420075
chr17	75979240	76000586	TEN1	17:75979240-76000586
chr7	102637025	102642791	UPK3BL1	7:102637025-102642791
chr15	41828092	41837581	JMJD7	15:41828092-41837581
chr15	41836785	41848147	PLA2G4B	15:41836785-41848147
chr17	44076746	44123702	HDAC5	17:44076746-44123702
chr17	78146385	78166297	C17orf99	17:78146385-78166297
chr7	144266674	144269288	CTAGE8	7:144266674-144269288
chr2	154435853	154457438	LOC100144595	2:154435853-154457438
chr20	63034217	63037028	LINC00029	20:63034217-63037028
chr20	63038011	63053863	LINC01056	20:63038011-63053863
chr4	65669961	65698029	EPHA5-AS1	4:65669961-65698029
chr22	50583026	50595634	CHKB-DT	22:50583026-50595634
chr15	92567817	92574529	LINC00930	15:92567817-92574529
chr10	87859158	87863533	KLLN	10:87859158-87863533
chr12	6943816	6943878	RNU7-1	12:6943816-6943878
chr1	165768929	165775176	TMCO1-AS1	1:165768929-165775176
chr3	33798571	33869707	PDCD6IP	3:33798571-33869707
chr21	30620627	30620850	KRTAP20-4	21:30620627-30620850
chr2	121530881	121531007	RNU4ATAC	2:121530881-121531007
chr9	134164439	134164564	RNU6ATAC	9:134164439-134164564
chrX	20136066	20136385	SCARNA9L	X:20136066-20136385
chr5	271621	314974	PDCD6	5:271621-314974
chr1	228610268	228610386	RNA5S1	1:228610268-228610386
chr10	125574371	125578445	TEX36-AS1	10:125574371-125578445
chr1	228612509	228612627	RNA5S2	1:228612509-228612627
chr1	228614750	228614868	RNA5S3	1:228614750-228614868
chr1	228616991	228617109	RNA5S4	1:228616991-228617109
chr1	228619232	228619350	RNA5S5	1:228619232-228619350
chr1	228621447	228621565	RNA5S6	1:228621447-228621565
chr1	228623667	228623785	RNA5S7	1:228623667-228623785
chr1	228625909	228626027	RNA5S8	1:228625909-228626027
chr1	228628148	228628266	RNA5S9	1:228628148-228628266
chr1	228630390	228630508	RNA5S10	1:228630390-228630508
chr1	228632631	228632749	RNA5S11	1:228632631-228632749
chr1	228634871	228634989	RNA5S12	1:228634871-228634989
chr1	228637096	228637214	RNA5S13	1:228637096-228637214
chr1	228639337	228639455	RNA5S14	1:228639337-228639455
chr1	228641568	228641686	RNA5S15	1:228641568-228641686
chr1	228643809	228643927	RNA5S16	1:228643809-228643927
chr1	228646040	228646158	RNA5S17	1:228646040-228646158
chr11	125788127	125791600	PATE3	11:125788127-125791600
chr19	56810122	56813834	PEG3-AS1	19:56810122-56813834
chr2	63117851	63119542	DBIL5P2	2:63117851-63119542
chr15	52109263	52112775	BCL2L10	15:52109263-52112775
chr19	43612088	43614498	SRRM5	19:43612088-43614498
chr19	41443156	41444765	ERICH4	19:41443156-41444765
chr17	38671703	38674957	EPOP	17:38671703-38674957
chr3	160227454	160485773	TRIM59-IFT80	3:160227454-160485773
chr2	111119378	111168445	BCL2L11	2:111119378-111168445
chr3	184241405	184241489	MIR1224	3:184241405-184241489
chr16	2090195	2090284	MIR1225	16:2090195-2090284
chr6	41787662	41789898	TOMM6	6:41787662-41789898
chr10	91306958	91575243	HECTD2-AS1	10:91306958-91575243
chr13	30340267	30377145	LINC00426	13:30340267-30377145
chr9	96019724	96027960	LINC00092	9:96019724-96027960
chr10	99927010	99959050	DNMBP-AS1	10:99927010-99959050
chr2	74385474	74393882	DCTN1-AS1	2:74385474-74393882
chr12	111405923	111451623	SH2B3	12:111405923-111451623
chr17	42753914	42761257	RAMP2-AS1	17:42753914-42761257
chr13	45341345	45417975	TPT1-AS1	13:45341345-45417975
chr12	130032928	130045057	LINC02418	12:130032928-130045057
chr5	157671533	157680158	C5orf52	5:157671533-157680158
chr1	151837819	151840557	C2CD4D	1:151837819-151840557
chr10	15154802	15155320	PPIAP30	10:15154802-15155320
chr8	76609032	76683504	ZFHX4-AS1	8:76609032-76683504
chr4	121764585	121766814	PP12613	4:121764585-121766814
chr20	63253978	63261615	FLJ16779	20:63253978-63261615
chr22	18029385	18037970	LINC01634	22:18029385-18037970
chr18	8360820	8367034	LOC100192426	18:8360820-8367034
chr20	61252261	61940617	CDH4	20:61252261-61940617
chr9	36214441	36277042	GNE	9:36214441-36277042
chr15	73319859	73368958	HCN4	15:73319859-73368958
chr10	4650158	4678185	MANCR	10:4650158-4678185
chr2	130416755	130431363	FAR2P2	2:130416755-130431363
chr7	105011711	105014099	KMT2E-AS1	7:105011711-105014099
chr7	104981743	104983894	LINC01004	7:104981743-104983894
chr1	66797740	66801276	INSL5	1:66797740-66801276
chr10	97319271	97321915	FRAT1	10:97319271-97321915
chr12	47205896	47216460	PCED1B-AS1	12:47205896-47216460
chr12	49323236	49331731	TROAP	12:49323236-49331731
chr7	56477588	56484386	LOC100240728	7:56477588-56484386
chr12	54078923	54081823	LOC100240735	12:54078923-54081823
chr19	867630	893218	MED16	19:867630-893218
chr1	77088989	77219430	PIGK	1:77088989-77219430
chr5	172954786	172959392	RPL26L1-AS1	5:172954786-172959392
chr20	22054074	22074654	LINC01432	20:22054074-22074654
chr8	127686343	127738987	CASC11	8:127686343-127738987
chr6	27018935	27020280	LOC100270746	6:27018935-27020280
chr20	18794529	18796067	LCDR	20:18794529-18796067
chr12	1929202	1936574	LINC00940	12:1929202-1936574
chr2	38875991	38975454	ARHGEF33	2:38875991-38975454
chr22	46040266	46044853	LINC00899	22:46040266-46044853
chr2	109898432	109985124	LIMS3-LOC440895	2:109898432-109985124
chr16	21425055	21520444	SMG1P3	16:21425055-21520444
chr19	53044740	53051680	ERVV-2	19:53044740-53051680
chr19	19145567	19170289	MEF2B	19:19145567-19170289
chr6	160003291	160007664	AIRN	6:160003291-160007664
chr7	29684773	29685192	ZNRF2P2	7:29684773-29685192
chr7	102479976	102517777	RASA4B	7:102479976-102517777
chrX	155061622	155071136	CMC4	X:155061622-155071136
chrX	149938613	150224580	EOLA2-DT	X:149938613-150224580
chr12	49827913	49841143	BCDIN3D-AS1	12:49827913-49841143
chr7	155382076	155396356	LINC03010	7:155382076-155396356
chr2	233754305	233755345	LOC100286922	2:233754305-233755345
chr22	21938269	21977632	PPM1F-AS1	22:21938269-21977632
chr9	77176760	77178180	VPS13A-AS1	9:77176760-77178180
chr2	86861825	86912978	ANAPC1P1	2:86861825-86912978
chr8	6403551	6406550	MCPH1-DT	8:6403551-6406550
chr16	11555	14090	DDX11L10	16:11555-14090
chr16	89321133	89325110	LOC100287036	16:89321133-89325110
chr17	75271369	75273895	MIF4GD-DT	17:75271369-75273895
chr4	9170409	9176730	FAM90A26	4:9170409-9176730
chr1	160261741	160263328	DCAF8-DT	1:160261741-160263328
chr17	20716481	20737127	LOC100287072	17:20716481-20737127
chr18	8695856	8707699	GACAT2	18:8695856-8707699
chr8	7006293	7007389	DEFT1P2	8:7006293-7007389
chr8	144437675	144439971	TONSL-AS1	8:144437675-144439971
chr1	11869	14409	DDX11L1	1:11869-14409
chr13	19345049	19346749	LINC00421	13:19345049-19346749
chr4	9210657	9212249	USP17L10	4:9210657-9212249
chr9	14475	73865	WASHC1	9:14475-73865
chr16	636817	638620	LOC100287175	16:636817-638620
chr19	45641494	45642840	EML2-AS1	19:45641494-45642840
chr4	9215405	9216997	USP17L11	4:9215405-9216997
chr4	9220152	9221744	USP17L12	4:9220152-9221744
chr2	109127327	109128930	SH3RF3-AS1	2:109127327-109128930
chr18	51346275	51643939	LINC01630	18:51346275-51643939
chr19	22286441	22317176	ZNF729	19:22286441-22317176
chr4	9224896	9226488	USP17L13	4:9224896-9226488
chr12	27762427	27780236	MANSC4	12:27762427-27780236
chr3	158732263	158804371	LOC100287290	3:158732263-158804371
chr12	30755167	30879268	LINC00941	12:30755167-30879268
chr4	9243879	9245471	USP17L17	4:9243879-9245471
chr6	31560244	31572700	LOC100287329	6:31560244-31572700
chr3	46719583	46736429	PRSS46P	3:46719583-46736429
chr4	9248630	9250222	USP17L18	4:9248630-9250222
chr6	108123457	108159392	OSTM1-AS1	6:108123457-108159392
chr15	20835372	20866314	POTEB2	15:20835372-20866314
chr4	9253378	9254970	USP17L19	4:9253378-9254970
chr4	9258124	9259716	USP17L20	4:9258124-9259716
chr4	9262872	9264464	USP17L21	4:9262872-9264464
chr7	129502531	129512918	SMKR1	7:129502531-129512918
chr1	223992743	224010116	SEPTIN7P13	1:223992743-224010116
chr4	9267619	9269211	USP17L22	4:9267619-9269211
chr11	59086307	59094786	GLYATL1B	11:59086307-59094786
chr15	72782835	72798199	ADPGK-AS1	15:72782835-72798199
chr12	116533422	116536518	LINC00173	12:116533422-116536518
chr5	50969217	50970167	LINC02106	5:50969217-50970167
chr9	12134	13783	DDX11L5	9:12134-13783
chr15	73908071	73928248	LOXL1-AS1	15:73908071-73928248
chr6	118782848	118783131	SELENOKP3	6:118782848-118783131
chr3	95654423	95683193	MTHFD2P1	3:95654423-95683193
chr7	63348899	63351774	LOC100287704	7:63348899-63351774
chr6	46746933	46759506	ANKRD66	6:46746933-46759506
chr1	113812379	113901237	AP4B1-AS1	1:113812379-113901237
chrX	135059685	135123952	SMIM10L2B-AS1	X:135059685-135123952
chrX	102769158	102906158	LINC00630	X:102769158-102906158
chr20	37676889	37683234	LOC100287792	20:37676889-37683234
chr17	38749360	38751457	LOC100287808	17:38749360-38751457
chr1	231591292	231612090	LINC00582	1:231591292-231612090
chr7	63396345	63399209	LOC100287834	7:63396345-63399209
chr11	73307235	73309361	ARHGEF17-AS1	11:73307235-73309361
chr8	47189305	47193262	LOC100287846	8:47189305-47193262
chr3	64078361	64087363	LINC00994	3:64078361-64087363
chr11	74493366	74498533	LIPT2-AS1	11:74493366-74498533
chr1	2635976	2801717	TTC34	1:2635976-2801717
chr1	236523052	236524508	LGALS8-AS1	1:236523052-236524508
chr10	45972489	46003742	TIMM23	10:45972489-46003742
chr12	106495958	106774926	LOC100287944	12:106495958-106774926
chr1	181236388	181238604	LINC01699	1:181236388-181238604
chr1	711867	778626	LOC100288069	1:711867-778626
chr16	22162492	22192208	SDR42E2	16:22162492-22192208
chr11	102746968	102836766	WTAPP1	11:102746968-102836766
chr1	185321157	185335039	GS1-279B7.1	1:185321157-185335039
chr18	13419421	13427480	LDLRAD4-AS1	18:13419421-13427480
chr19	1822089	1824542	LOC100288123	19:1822089-1824542
chr1	145289900	145405567	NBPF20	1:145289900-145405567
chr5	473236	480830	SLC9A3-AS1	5:473236-480830
chr1	1059687	1069355	LOC100288175	1:1059687-1069355
chr8	142701857	142727016	LNCOC1	8:142701857-142727016
chr6	79233699	79236797	HMGN3-AS1	6:79233699-79236797
chr15	30470779	30507623	WHAMMP4	15:30470779-30507623
chr13	74412957	74419115	LOC100288208	13:74412957-74419115
chr21	30590105	30590397	KRTAP22-2	21:30590105-30590397
chr21	30718525	30718777	KRTAP21-3	21:30718525-30718777
chr16	15363628	15381047	NPIPA5	16:15363628-15381047
chr11	113265137	113274032	NCAM1-AS1	11:113265137-113274032
chr15	30572738	30600647	ULK4P2	15:30572738-30600647
chr4	52722618	52751586	ERVMER34-1	4:52722618-52751586
chr3	7954639	8501668	LMCD1-AS1	3:7954639-8501668
chr21	33263873	33266264	IL10RB-DT	21:33263873-33266264
chr15	101976558	101979093	DDX11L9	15:101976558-101979093
chr4	9234385	9236046	USP17L15	4:9234385-9236046
chr7	291344	294422	FOXL3-OT1	7:291344-294422
chr2	110397406	110435166	LOC100288570	2:110397406-110435166
chr15	32519848	32536926	WHAMMP1	15:32519848-32536926
chr15	30626129	30773002	LOC100288637	15:30626129-30773002
chr4	190173774	190185942	DUX4	4:190173774-190185942
chr2	110386411	110473075	LIMS4	2:110386411-110473075
chr17	3134969	3177031	LOC100288728	17:3134969-3177031
chr8	94637285	94639467	LINC02894	8:94637285-94639467
chr12	14522	32015	WASH8P	12:14522-32015
chr20	2814968	2820284	TMEM239	20:2814968-2820284
